wizyta_id,data_wizyty,pracownik_id,rezerwacja_id,kosmetyki_id,sprzet_id,platnosci_id
2403,20-Apr-2019,701,53,822,563,585
2404,31-Aug-2020,472,552,855,210,355
2405,12-Apr-2018,933,679,481,137,122
2406,19-Mar-2021,682,241,635,555,761
2407,18-Nov-2019,216,826,723,672,578
2408,23-Apr-2019,643,244,891,619,586
2409,05-Oct-2019,128,650,162,892,851
2410,07-Feb-2022,42,679,72,10,174
2411,27-May-2019,843,300,329,707,268
2412,10-Apr-2019,606,544,995,913,716
2413,20-Mar-2021,685,562,108,703,806
2414,28-Apr-2019,449,568,918,962,762
2415,13-Nov-2018,311,789,550,335,279
2416,04-Jun-2019,981,839,272,825,193
2417,07-Nov-2019,882,419,250,140,496
2418,27-Mar-2022,431,764,691,629,47
2419,19-Feb-2020,986,627,568,812,663
2420,11-Jan-2022,531,440,311,234,969
2421,25-Oct-2019,300,458,128,888,403
2422,18-Dec-2019,621,457,621,489,915
2423,28-Apr-2019,666,673,115,761,987
2424,21-Oct-2019,82,949,477,92,649
2425,13-Feb-2019,450,379,968,264,419
2426,01-Jun-2021,875,696,511,594,448
2427,28-Dec-2020,189,3,1000,125,773
2428,12-Sep-2021,28,620,103,742,531
2429,14-Jan-2020,950,957,175,273,850
2430,29-May-2022,665,666,952,18,328
2431,15-Jun-2020,761,574,922,449,644
2432,25-Oct-2020,358,972,37,891,993
2433,08-Sep-2018,496,721,117,367,615
2434,12-Oct-2020,937,981,100,28,380
2435,01-Apr-2021,687,380,380,620,584
2436,19-Jun-2020,808,33,898,160,238
2437,07-Feb-2019,246,273,281,428,912
2438,08-Jul-2020,883,900,813,679,830
2439,12-Dec-2021,799,81,208,904,160
2440,01-Mar-2019,775,548,742,511,930
2441,23-Jul-2020,18,361,535,964,466
2442,19-Apr-2018,953,116,816,808,944
2443,19-Mar-2021,791,814,647,305,124
2444,17-Mar-2020,103,560,471,97,986
2445,16-May-2021,124,71,454,429,783
2446,07-Feb-2020,218,760,825,735,848
2447,19-Jan-2021,826,270,949,130,93
2448,02-Jan-2021,70,77,149,694,734
2449,26-May-2020,124,146,121,91,8
2450,05-Aug-2021,285,230,127,731,764
2451,19-Jun-2019,861,235,958,252,495
2452,01-Sep-2018,970,755,177,569,871
2453,27-Feb-2020,294,999,832,436,738
2454,26-Jun-2019,983,890,654,838,763
2455,22-Jul-2018,455,100,602,42,536
2456,07-Sep-2021,701,135,217,463,781
2457,17-Apr-2019,79,374,32,826,782
2458,13-Nov-2019,863,742,480,41,140
2459,07-Mar-2018,959,698,997,452,654
2460,13-Apr-2020,699,764,708,225,606
2461,08-Oct-2020,668,10,63,952,536
2462,28-Feb-2019,14,357,116,525,608
2463,23-Feb-2019,769,823,423,242,394
2464,05-Jul-2018,81,801,264,101,418
2465,10-Sep-2019,693,84,845,490,804
2466,18-Feb-2022,10,687,600,369,281
2467,13-Sep-2020,245,549,962,458,499
2468,14-Apr-2022,729,762,912,981,605
2469,05-Mar-2018,854,186,467,954,458
2470,12-Feb-2022,989,948,961,326,718
2471,31-Mar-2021,384,159,634,705,253
2472,11-Feb-2022,594,790,400,496,552
2473,07-May-2022,400,714,464,899,322
2474,09-Jan-2021,608,362,530,275,446
2475,03-Sep-2019,606,5,263,195,92
2476,27-Jul-2018,511,928,113,932,890
2477,15-Feb-2021,385,469,176,75,609
2478,01-May-2021,18,734,156,743,377
2479,18-Nov-2020,242,802,707,224,935
2480,27-Dec-2020,652,857,837,110,267
2481,28-Aug-2021,862,728,573,893,876
2482,22-Mar-2018,324,213,541,934,447
2483,28-Oct-2019,588,373,961,117,223
2484,13-Jan-2019,191,334,28,850,699
2485,24-Jan-2019,806,817,191,731,68
2486,29-Mar-2020,356,774,154,593,111
2487,08-Feb-2021,343,75,45,802,944
2488,14-Aug-2021,700,71,233,688,42
2489,24-Apr-2019,421,761,774,364,821
2490,09-Oct-2019,545,927,953,663,646
2491,28-Aug-2021,497,78,65,964,275
2492,08-May-2022,543,659,276,261,242
2493,22-Oct-2019,263,340,753,607,429
2494,20-Dec-2019,30,237,176,315,197
2495,03-Sep-2019,209,317,301,732,488
2496,28-Oct-2021,907,758,585,859,372
2497,10-May-2022,136,977,571,176,723
2498,15-Feb-2022,29,143,689,604,309
2499,25-Jul-2020,988,703,193,741,430
2500,10-Nov-2019,533,361,779,875,363
2501,01-Nov-2021,518,639,931,526,856
2502,30-Dec-2018,546,183,217,275,618
2503,25-Oct-2020,138,152,505,292,311
2504,05-May-2021,434,856,611,680,572
2505,15-Mar-2021,734,240,29,885,317
2506,29-Jun-2018,987,335,694,426,603
2507,04-Jan-2018,446,834,908,215,966
2508,27-Feb-2019,982,305,49,486,656
2509,28-Aug-2020,892,105,653,154,443
2510,08-Nov-2018,579,548,724,341,894
2511,08-Oct-2018,482,426,312,628,940
2512,28-Oct-2021,541,251,578,623,601
2513,17-Aug-2019,591,556,8,875,90
2514,28-Dec-2019,900,666,381,315,980
2515,28-Jan-2018,986,99,52,464,963
2516,21-Dec-2020,795,448,6,666,328
2517,28-Jan-2018,346,931,776,51,711
2518,15-Nov-2021,118,715,817,11,549
2519,01-Apr-2021,494,688,645,983,6
2520,26-Aug-2020,60,808,567,623,338
2521,16-Feb-2021,395,329,601,630,6
2522,30-Jan-2021,521,367,817,238,905
2523,10-Aug-2019,349,452,486,787,357
2524,28-Nov-2021,147,877,662,282,338
2525,13-Jul-2020,916,610,302,623,662
2526,19-Nov-2019,136,633,305,400,317
2527,29-Nov-2018,414,134,626,16,466
2528,07-Jul-2019,340,354,3,52,288
2529,07-Mar-2022,323,793,23,554,324
2530,29-Apr-2018,460,814,139,908,620
2531,07-Dec-2021,569,218,960,615,974
2532,27-Jul-2021,544,402,766,286,842
2533,27-Jan-2019,808,672,411,700,59
2534,01-Feb-2019,475,234,365,819,600
2535,25-Jul-2020,430,737,394,123,917
2536,08-Feb-2020,357,295,922,658,977
2537,26-Nov-2018,399,870,926,668,697
2538,08-Dec-2019,402,926,529,968,187
2539,11-Nov-2021,815,594,851,850,205
2540,12-Feb-2020,841,653,692,1,541
2541,04-Jan-2022,971,991,677,134,355
2542,06-Aug-2020,922,156,746,190,110
2543,15-Feb-2021,881,601,337,150,905
2544,15-Mar-2020,704,669,947,781,240
2545,06-Jan-2021,437,412,346,808,67
2546,04-Dec-2021,46,991,629,386,292
2547,07-Feb-2022,800,744,554,863,329
2548,22-Mar-2022,276,52,568,906,677
2549,29-Jan-2018,386,864,107,850,111
2550,05-Jul-2020,216,76,967,266,408
2551,05-Feb-2019,873,808,128,815,538
2552,12-Aug-2018,983,96,798,512,615
2553,29-Jan-2020,691,305,872,239,16
2554,06-Feb-2021,967,404,307,425,411
2555,03-Dec-2020,317,787,19,315,523
2556,28-Nov-2021,30,740,157,123,54
2557,30-Aug-2020,184,211,415,870,806
2558,01-Apr-2021,926,772,484,434,192
2559,13-Oct-2018,485,58,798,557,129
2560,08-Feb-2018,578,199,666,549,974
2561,28-May-2021,621,983,183,506,479
2562,24-May-2019,803,397,734,369,420
2563,04-Dec-2019,796,653,431,404,649
2564,28-Oct-2020,159,262,428,689,445
2565,16-Apr-2020,312,560,527,662,700
2566,26-Mar-2022,466,687,848,370,240
2567,28-Aug-2019,276,512,669,175,55
2568,14-Mar-2020,251,564,41,772,880
2569,05-Apr-2022,289,886,476,417,62
2570,29-Mar-2021,69,899,599,729,837
2571,19-Jun-2019,97,2,1000,42,863
2572,10-Apr-2020,521,3,737,143,466
2573,09-Jul-2021,655,616,804,56,130
2574,24-Feb-2018,356,451,971,274,769
2575,09-Sep-2021,897,583,82,320,544
2576,27-Oct-2020,682,442,898,195,379
2577,11-Aug-2020,14,912,377,316,817
2578,17-Sep-2019,285,33,238,171,562
2579,12-Mar-2020,101,123,469,141,357
2580,08-Sep-2018,611,237,797,435,13
2581,18-May-2018,641,41,891,566,960
2582,19-Jul-2021,581,254,117,297,94
2583,13-Jun-2018,105,747,764,237,477
2584,24-Oct-2020,640,913,393,103,732
2585,18-Dec-2019,40,21,735,510,337
2586,19-Jan-2021,467,947,689,804,266
2587,18-Mar-2022,455,789,87,102,310
2588,10-Jun-2021,186,402,905,117,706
2589,30-Oct-2018,500,998,294,307,266
2590,29-Aug-2021,10,94,895,719,453
2591,17-Dec-2018,538,976,173,923,205
2592,15-Feb-2021,907,882,219,678,47
2593,04-Feb-2018,130,655,938,24,209
2594,28-Apr-2021,247,139,467,268,134
2595,15-Aug-2020,543,369,832,576,567
2596,07-May-2019,578,226,759,689,952
2597,27-Jun-2020,136,517,217,345,497
2598,04-Mar-2019,863,405,838,582,14
2599,26-Apr-2018,470,119,684,579,669
2600,22-Apr-2019,58,362,350,51,57
2601,22-Sep-2020,365,67,193,602,998
2602,11-Apr-2020,501,415,986,954,185
2603,18-Jul-2019,393,300,437,936,138
2604,01-Sep-2021,339,163,59,281,106
2605,15-Dec-2018,747,749,208,75,788
2606,10-Oct-2018,677,315,311,860,168
2607,25-Oct-2020,794,941,779,522,305
2608,05-Jul-2020,52,48,320,73,299
2609,17-Mar-2022,529,346,926,151,829
2610,29-Jun-2021,820,263,232,971,134
2611,06-Mar-2021,332,468,333,51,250
2612,21-Jun-2021,542,66,881,446,573
2613,07-Mar-2021,998,458,87,596,930
2614,10-Nov-2018,549,296,534,527,412
2615,01-Jun-2019,240,537,624,196,652
2616,19-May-2018,415,125,627,180,242
2617,22-Dec-2019,376,708,975,651,190
2618,10-Jul-2021,157,11,546,136,288
2619,09-Feb-2019,654,446,707,461,395
2620,20-Feb-2019,148,404,436,654,284
2621,30-Dec-2021,971,864,777,755,963
2622,05-Oct-2018,498,501,738,137,703
2623,24-Dec-2019,747,325,502,427,996
2624,21-Jun-2021,413,305,153,998,296
2625,01-Oct-2018,472,443,857,281,756
2626,06-Nov-2019,593,683,841,337,215
2627,24-Dec-2019,832,675,161,640,25
2628,05-Jan-2021,899,260,474,949,290
2629,31-Jan-2019,885,427,756,583,318
2630,29-Dec-2021,855,661,216,763,405
2631,11-Mar-2021,268,929,381,202,63
2632,30-Aug-2021,140,45,531,226,456
2633,05-Mar-2021,176,414,224,567,109
2634,06-Feb-2018,933,330,37,814,170
2635,31-Dec-2019,51,345,442,357,454
2636,08-Oct-2018,242,165,938,65,574
2637,09-Oct-2021,618,958,470,391,674
2638,18-Jan-2022,206,810,332,823,482
2639,09-Apr-2021,676,138,900,712,159
2640,27-Feb-2018,318,123,347,874,108
2641,03-May-2018,640,685,460,38,559
2642,22-Mar-2022,56,911,529,349,860
2643,12-Feb-2021,93,670,555,164,92
2644,06-Apr-2019,944,651,811,33,853
2645,24-Jan-2018,116,72,152,786,131
2646,05-Oct-2021,726,4,373,79,910
2647,12-Mar-2019,376,909,287,135,555
2648,05-Jan-2021,903,864,332,135,12
2649,21-Mar-2021,461,321,95,536,38
2650,07-Jul-2021,507,31,340,234,924
2651,04-Jan-2022,829,447,461,209,102
2652,30-Dec-2018,962,671,230,392,556
2653,10-Apr-2022,463,952,745,420,145
2654,01-May-2022,44,665,865,342,498
2655,19-Mar-2022,249,318,797,375,336
2656,01-May-2022,220,507,206,110,613
2657,08-Apr-2021,672,825,324,774,406
2658,16-Dec-2020,828,633,547,361,996
2659,06-Feb-2019,817,462,458,904,1000
2660,26-Oct-2020,11,968,850,111,818
2661,15-Jan-2019,699,377,969,165,215
2662,16-Feb-2020,698,238,257,224,604
2663,17-Dec-2020,857,478,740,413,914
2664,11-Jun-2021,691,514,112,649,307
2665,19-Jan-2022,470,297,160,646,418
2666,25-Sep-2020,56,118,935,419,843
2667,24-Sep-2021,792,151,77,182,138
2668,30-Oct-2018,154,657,350,3,148
2669,03-Mar-2021,80,284,165,105,452
2670,16-Mar-2021,18,527,1,976,501
2671,09-Apr-2021,698,897,769,557,201
2672,14-Sep-2020,376,622,228,996,548
2673,21-Feb-2019,214,369,596,211,868
2674,14-Jul-2021,132,740,360,632,246
2675,29-Apr-2020,62,507,420,565,301
2676,20-Feb-2021,896,474,687,188,380
2677,23-May-2018,641,945,811,346,713
2678,06-Apr-2022,353,711,248,810,190
2679,16-May-2021,513,363,379,411,114
2680,22-Aug-2019,561,173,196,394,633
2681,02-Aug-2020,288,156,847,803,37
2682,30-Sep-2020,237,427,435,812,844
2683,10-Jun-2021,603,598,773,350,54
2684,13-Jun-2020,544,445,791,215,189
2685,17-Mar-2018,15,182,837,239,743
2686,02-Feb-2021,799,328,906,490,603
2687,07-Oct-2018,513,300,363,264,938
2688,07-May-2018,503,694,365,2,642
2689,05-May-2018,568,414,108,488,457
2690,26-Jun-2020,435,88,991,408,504
2691,20-Nov-2018,139,458,868,496,933
2692,08-Sep-2019,209,478,666,976,486
2693,08-Sep-2021,143,568,233,163,642
2694,13-Feb-2022,934,986,279,964,226
2695,01-Jan-2020,178,119,70,709,90
2696,22-Dec-2019,760,832,940,450,791
2697,30-Nov-2018,193,178,776,360,62
2698,06-Mar-2020,437,219,23,226,598
2699,11-Aug-2020,60,857,96,733,304
2700,25-May-2020,406,23,97,456,466
2701,29-Dec-2021,914,921,855,540,727
2702,06-Dec-2020,73,451,404,602,155
2703,13-Aug-2020,359,471,696,232,959
2704,16-Jan-2019,934,954,598,876,777
2705,12-Oct-2020,472,966,193,282,815
2706,27-Feb-2021,91,70,561,777,564
2707,22-Apr-2022,101,720,830,782,636
2708,07-Oct-2019,908,140,792,259,238
2709,21-Jan-2020,732,826,571,718,475
2710,02-Jun-2021,391,2,358,559,206
2711,21-Jan-2019,646,34,25,542,407
2712,20-Jan-2019,130,992,401,536,398
2713,28-Apr-2018,350,626,938,513,184
2714,13-Aug-2019,122,877,708,4,712
2715,08-Jul-2020,301,536,903,415,27
2716,31-Mar-2018,888,483,775,306,412
2717,06-May-2020,575,439,939,379,468
2718,11-Jun-2021,207,261,352,599,168
2719,08-May-2022,719,859,793,186,347
2720,08-Dec-2020,309,404,731,633,673
2721,19-Oct-2020,411,649,468,141,778
2722,19-Aug-2020,809,313,630,754,87
2723,19-Oct-2020,497,481,5,897,953
2724,29-Feb-2020,65,728,411,989,819
2725,09-Nov-2019,941,827,503,269,265
2726,05-May-2021,800,116,704,594,503
2727,25-Jan-2021,725,576,411,549,993
2728,01-Feb-2018,422,269,129,5,326
2729,20-Feb-2021,624,92,310,610,129
2730,29-Dec-2019,313,812,785,796,137
2731,16-Dec-2021,613,449,734,549,167
2732,24-May-2018,204,35,994,864,85
2733,14-Jan-2022,661,359,727,455,703
2734,18-May-2019,7,514,503,252,643
2735,10-Apr-2019,135,320,849,80,486
2736,29-Jun-2021,716,652,565,226,726
2737,30-Apr-2018,618,986,391,893,101
2738,09-Jan-2022,194,962,173,773,546
2739,26-Jul-2018,968,520,529,827,364
2740,19-Aug-2021,782,920,313,584,859
2741,06-Nov-2020,492,710,977,828,177
2742,20-Oct-2018,627,838,828,987,932
2743,12-Apr-2022,514,324,820,445,883
2744,27-Mar-2021,889,606,874,536,828
2745,23-Mar-2020,450,667,647,586,986
2746,01-Jun-2018,712,253,511,892,257
2747,18-Feb-2019,303,320,212,339,126
2748,21-Oct-2019,940,297,545,315,305
2749,07-May-2021,810,812,737,351,649
2750,06-Jan-2018,642,256,23,113,464
2751,30-Aug-2020,966,571,581,771,626
2752,13-Feb-2018,500,679,242,891,479
2753,06-Aug-2020,881,683,719,775,465
2754,02-Aug-2021,123,488,420,321,539
2755,25-Aug-2019,86,272,856,373,840
2756,29-Jan-2020,45,592,108,440,247
2757,20-Aug-2019,936,565,57,742,944
2758,03-Dec-2020,653,769,848,814,11
2759,04-Mar-2019,701,684,648,542,477
2760,18-Jan-2018,226,209,905,479,367
2761,26-Oct-2020,550,367,657,35,942
2762,09-Feb-2020,516,985,964,314,522
2763,17-Mar-2020,625,244,873,666,87
2764,06-Oct-2021,87,714,468,996,52
2765,20-Jan-2018,133,438,49,363,596
2766,23-May-2021,961,416,894,378,241
2767,30-Apr-2019,176,171,658,958,103
2768,02-Nov-2018,17,514,162,75,995
2769,22-Oct-2020,471,397,99,559,117
2770,23-Jun-2018,762,844,11,670,216
2771,12-Jun-2018,830,774,110,451,487
2772,26-Apr-2018,863,378,577,205,36
2773,08-Dec-2020,856,273,91,224,232
2774,18-Jan-2021,212,196,184,913,368
2775,30-Jul-2018,484,338,601,703,375
2776,01-Jan-2019,635,648,823,234,712
2777,26-Dec-2021,743,167,894,257,325
2778,07-Nov-2020,603,5,821,34,562
2779,18-Aug-2021,260,321,146,92,473
2780,02-May-2021,867,616,243,46,138
2781,21-Mar-2022,292,462,942,945,823
2782,15-Sep-2021,922,596,58,779,520
2783,07-Dec-2018,941,422,850,406,947
2784,11-Jul-2020,731,395,684,309,639
2785,12-Feb-2021,570,228,238,207,282
2786,20-Mar-2019,233,271,597,880,898
2787,07-May-2018,205,95,23,368,710
2788,13-Dec-2018,639,196,279,303,365
2789,26-Apr-2020,168,343,422,178,993
2790,16-Jul-2020,34,709,970,876,767
2791,02-Dec-2020,283,144,386,991,502
2792,15-May-2020,197,600,953,268,801
2793,17-Jul-2021,752,724,451,637,649
2794,14-Mar-2021,357,711,890,909,68
2795,17-May-2020,686,434,474,397,656
2796,27-Feb-2019,41,351,332,334,655
2797,21-Mar-2022,819,833,814,292,227
2798,04-Sep-2020,930,963,50,539,637
2799,26-Feb-2021,710,205,875,292,477
2800,04-Nov-2021,409,240,961,563,445
2801,25-Jan-2022,1,868,953,560,18
2802,02-Sep-2019,237,238,252,480,423
2803,20-May-2020,909,734,337,203,175
2804,15-Mar-2020,149,290,223,129,118
2805,10-Sep-2018,279,929,568,725,854
2806,19-Feb-2020,755,332,960,951,703
2807,04-Mar-2022,535,690,79,47,636
2808,14-Jul-2020,297,600,199,249,597
2809,20-May-2019,559,559,527,148,918
2810,06-Feb-2022,544,958,146,744,11
2811,26-Dec-2018,138,752,870,40,343
2812,19-Apr-2020,932,118,574,812,117
2813,20-Jun-2019,235,107,973,528,292
2814,29-Apr-2020,32,944,985,300,267
2815,04-Jul-2021,532,64,863,370,661
2816,24-Jan-2021,772,129,76,461,26
2817,12-Jun-2018,109,814,65,385,871
2818,01-Nov-2019,408,551,105,218,237
2819,22-Nov-2021,968,259,825,879,853
2820,15-Feb-2019,842,856,379,600,467
2821,07-Mar-2019,134,14,429,692,944
2822,24-Feb-2019,79,301,665,307,426
2823,16-Jan-2018,62,855,372,721,555
2824,29-Aug-2020,799,663,134,336,24
2825,11-Apr-2018,681,836,79,400,352
2826,04-May-2021,190,139,648,770,923
2827,28-Aug-2021,305,658,1,111,163
2828,11-May-2020,36,490,622,259,240
2829,09-Oct-2019,154,937,682,514,909
2830,17-Nov-2018,556,809,167,289,952
2831,21-Feb-2022,679,175,39,400,474
2832,21-Oct-2018,733,763,45,443,522
2833,23-Jun-2020,816,791,731,949,79
2834,25-Nov-2018,974,213,255,778,810
2835,03-May-2019,24,119,489,450,985
2836,19-Sep-2021,479,345,509,263,395
2837,03-Feb-2021,691,783,836,150,824
2838,02-Nov-2021,593,879,230,439,287
2839,17-Jan-2019,894,899,863,70,905
2840,04-Mar-2022,229,31,480,726,268
2841,08-Oct-2018,528,295,647,531,962
2842,08-Jun-2019,949,475,992,945,265
2843,30-Oct-2018,469,828,261,90,182
2844,26-Jan-2019,133,734,194,502,650
2845,05-Jul-2021,802,26,326,958,339
2846,31-Oct-2020,462,510,924,582,732
2847,08-Nov-2018,900,227,1000,142,848
2848,06-Jul-2020,623,966,280,966,676
2849,26-Nov-2020,41,112,508,62,514
2850,29-Jun-2020,683,618,534,146,126
2851,04-Jan-2020,592,261,582,433,258
2852,22-Apr-2022,155,530,525,785,391
2853,11-May-2020,973,529,671,99,465
2854,12-Oct-2019,763,382,615,159,997
2855,26-Aug-2018,295,878,800,70,691
2856,04-May-2022,291,584,951,62,265
2857,18-Apr-2020,953,340,680,776,930
2858,23-Jan-2018,898,489,517,867,675
2859,01-Jan-2022,932,725,970,619,922
2860,18-Dec-2019,891,845,240,631,121
2861,30-Dec-2019,632,523,871,343,298
2862,27-Aug-2021,652,317,671,439,6
2863,23-May-2018,120,445,887,495,472
2864,03-May-2019,382,485,613,302,210
2865,01-Jun-2021,436,114,545,482,322
2866,14-Apr-2022,795,736,42,191,268
2867,18-Feb-2018,557,983,135,939,206
2868,13-Aug-2019,932,161,376,705,777
2869,21-Jan-2021,587,51,189,876,46
2870,16-Oct-2021,401,856,37,133,993
2871,06-Jan-2021,593,367,998,288,273
2872,29-Apr-2022,749,145,141,225,746
2873,03-Feb-2018,345,87,363,290,953
2874,01-Nov-2019,823,275,30,167,511
2875,12-Apr-2020,469,418,85,540,194
2876,01-Oct-2021,703,463,812,481,325
2877,16-Jul-2020,268,45,807,783,46
2878,09-Feb-2022,194,233,401,673,101
2879,28-Dec-2018,153,708,310,5,972
2880,12-Nov-2020,970,164,360,592,706
2881,01-Oct-2019,153,326,474,213,729
2882,22-May-2021,235,322,839,623,37
2883,06-Apr-2021,278,31,466,198,692
2884,17-May-2021,350,236,992,451,731
2885,10-Sep-2020,419,947,190,860,464
2886,23-Nov-2020,658,515,554,659,168
2887,28-Aug-2020,782,314,235,997,145
2888,14-Mar-2018,113,971,488,664,823
2889,30-Oct-2018,364,29,444,919,618
2890,16-Sep-2018,494,71,917,898,604
2891,23-Mar-2018,776,869,682,984,791
2892,21-May-2019,925,965,893,67,809
2893,10-Oct-2018,617,364,605,886,696
2894,29-Sep-2021,898,359,480,738,692
2895,13-Mar-2021,848,285,109,857,59
2896,12-Mar-2021,982,26,724,622,292
2897,19-Oct-2019,419,108,312,461,176
2898,02-May-2018,796,146,931,289,416
2899,18-Jun-2018,702,222,463,210,307
2900,25-Feb-2019,913,580,402,448,468
2901,05-Jan-2020,598,816,11,720,561
2902,28-Nov-2019,411,527,330,621,543
2903,19-Feb-2021,613,478,907,282,139
2904,22-Jul-2018,509,758,820,431,614
2905,20-Mar-2022,892,395,496,583,885
2906,10-Jul-2020,462,521,519,945,165
2907,02-Jul-2018,378,172,704,120,497
2908,18-Nov-2020,483,716,693,543,206
2909,24-May-2019,847,385,761,119,223
2910,24-Oct-2021,13,586,819,280,840
2911,08-Nov-2020,192,921,421,175,285
2912,26-Feb-2018,702,301,1,274,988
2913,23-Sep-2019,867,535,91,621,286
2914,08-May-2018,643,558,617,716,70
2915,22-Sep-2018,507,260,399,510,368
2916,29-Dec-2021,264,118,25,612,246
2917,27-Jan-2022,393,490,977,996,219
2918,02-Jan-2019,715,746,380,46,889
2919,22-Nov-2020,169,788,944,239,916
2920,15-Jun-2018,774,117,272,217,475
2921,09-Dec-2020,692,396,260,186,371
2922,04-Dec-2018,502,687,141,828,581
2923,19-Sep-2018,757,956,772,96,72
2924,04-Jun-2020,415,444,761,420,290
2925,23-Sep-2019,872,378,181,535,603
2926,15-Mar-2018,495,677,175,362,165
2927,21-Apr-2018,377,236,801,165,2
2928,08-Mar-2020,513,661,378,169,888
2929,20-Jan-2022,500,182,596,440,12
2930,01-Apr-2020,30,599,948,535,520
2931,23-Apr-2022,217,652,116,433,417
2932,01-May-2019,856,534,331,733,81
2933,13-Apr-2020,491,586,888,922,838
2934,05-Nov-2018,254,411,155,28,212
2935,22-Sep-2018,718,662,395,957,366
2936,24-Nov-2020,148,130,211,832,119
2937,21-Mar-2019,607,436,585,904,246
2938,27-Jul-2020,768,18,597,747,602
2939,20-Feb-2018,677,297,957,866,19
2940,14-Feb-2021,536,631,930,592,266
2941,24-Feb-2021,213,250,790,625,152
2942,31-Aug-2018,102,492,57,747,750
2943,03-Mar-2021,211,120,254,902,751
2944,12-Jan-2020,318,446,263,340,691
2945,25-Sep-2019,966,826,757,60,27
2946,16-Dec-2019,827,603,993,728,855
2947,10-Sep-2020,809,377,199,892,858
2948,18-May-2018,342,240,524,120,948
2949,17-May-2022,667,930,429,697,635
2950,24-May-2022,915,203,333,39,132
2951,09-Sep-2021,156,656,539,99,822
2952,02-Mar-2019,736,963,922,208,505
2953,26-Jun-2019,229,439,788,87,306
2954,28-Aug-2018,497,50,199,477,799
2955,05-Jun-2020,569,2,961,889,973
2956,06-Nov-2021,858,586,110,332,605
2957,02-Sep-2021,389,566,574,783,182
2958,01-Jun-2021,497,282,514,877,909
2959,14-Oct-2018,247,576,911,511,891
2960,18-Jul-2020,755,137,769,288,261
2961,17-Aug-2019,55,928,454,994,746
2962,31-May-2018,372,433,181,422,126
2963,08-Nov-2021,830,33,923,59,601
2964,25-May-2018,501,777,114,536,421
2965,27-Feb-2021,891,231,388,56,149
2966,04-Dec-2019,162,456,99,406,329
2967,25-Dec-2019,539,477,461,983,589
2968,27-Apr-2018,973,311,682,878,736
2969,02-Jan-2022,196,683,527,593,579
2970,13-Dec-2018,44,598,243,939,659
2971,24-Nov-2020,68,721,529,111,951
2972,31-May-2019,102,954,632,825,74
2973,18-Sep-2020,860,363,84,523,241
2974,11-Apr-2020,273,928,103,383,729
2975,06-Jan-2020,763,940,461,228,907
2976,09-Dec-2019,500,433,910,167,671
2977,26-Oct-2020,650,144,696,689,318
2978,24-Feb-2022,561,813,897,38,201
2979,01-Oct-2020,860,777,655,726,182
2980,06-Jul-2019,591,890,522,571,743
2981,10-Sep-2018,614,349,23,385,195
2982,12-Jul-2021,800,141,41,60,649
2983,05-Jul-2019,494,818,932,622,734
2984,24-Nov-2021,498,957,220,829,411
2985,04-May-2018,769,53,50,397,272
2986,29-Oct-2021,716,979,403,903,26
2987,04-Jul-2021,687,711,538,409,184
2988,24-Nov-2021,273,872,534,982,78
2989,20-Jan-2018,394,110,405,643,686
2990,12-Jan-2019,847,891,225,826,282
2991,22-Aug-2021,119,762,990,132,592
2992,23-Apr-2020,124,187,539,617,33
2993,09-Feb-2021,530,289,752,374,5
2994,07-Sep-2020,484,855,342,645,245
2995,14-Aug-2018,396,848,829,174,186
2996,04-Jan-2022,280,283,49,454,73
2997,03-Jan-2018,80,272,808,87,224
2998,01-Feb-2018,378,178,776,90,250
2999,02-Mar-2021,574,111,768,738,625
3000,10-Sep-2018,382,8,574,879,611
3001,09-Jan-2019,575,338,94,768,396
3002,16-Jul-2021,10,662,952,583,371
3003,15-Jul-2019,394,444,543,679,516
3004,16-Jan-2019,343,552,677,74,40
3005,07-Feb-2020,935,713,839,123,70
3006,11-Sep-2019,75,74,393,314,263
3007,30-Mar-2022,353,334,482,479,828
3008,25-Sep-2018,528,818,546,601,779
3009,13-Nov-2018,58,164,987,105,226
3010,29-May-2019,20,389,308,74,671
3011,21-Jan-2019,637,727,566,297,295
3012,30-Jan-2019,96,452,23,461,844
3013,19-Oct-2019,381,764,111,58,539
3014,24-Aug-2019,432,924,311,330,786
3015,09-Apr-2020,576,537,790,970,431
3016,28-Mar-2021,770,156,971,298,947
3017,18-Jul-2020,903,968,956,101,220
3018,28-Sep-2020,939,631,262,112,658
3019,04-Jan-2020,152,535,470,533,659
3020,28-Oct-2019,337,922,659,413,929
3021,26-Jul-2019,940,270,302,141,364
3022,29-Nov-2018,578,362,174,1,272
3023,02-May-2022,661,495,254,731,358
3024,15-Nov-2021,139,744,371,29,244
3025,29-May-2019,589,688,771,417,657
3026,28-Oct-2021,852,645,327,522,258
3027,16-Feb-2021,266,872,273,177,978
3028,25-Sep-2018,84,787,737,233,228
3029,16-Oct-2018,700,179,284,351,777
3030,15-Mar-2021,299,907,601,299,968
3031,18-Dec-2018,355,151,709,581,31
3032,13-Mar-2021,685,59,846,477,826
3033,07-Dec-2018,545,163,292,372,379
3034,17-Nov-2020,639,384,74,297,942
3035,14-Sep-2021,829,924,655,255,350
3036,05-Nov-2019,477,819,854,385,802
3037,09-Apr-2019,143,638,182,274,308
3038,13-Oct-2019,11,156,825,610,916
3039,30-Oct-2020,239,892,921,480,259
3040,14-Jun-2018,363,193,464,335,134
3041,19-Apr-2020,79,778,313,184,279
